Laureate ID,Full Name,Gender,Birthdate/Date Founded,Country,Continent,Age/Years of Operation,Year Awarded,Date Awarded,Award Category,Awarded For
739,Wolfgang Ketterle,Male,1957-10-21,Germany,Europe,43,2001,2001-10-09,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
740,Carl E. Wieman,Male,1951-03-26,USA,North America,50,2001,2001-10-09,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
741,William S. Knowles,Male,1917-06-01,USA,North America,84,2001,2001-10-10,Chemistry,for their work on chirally catalysed hydrogenation reactions
742,Ryoji Noyori,Male,1938-09-03,Japan,Asia,63,2001,2001-10-10,Chemistry,for their work on chirally catalysed hydrogenation reactions
743,K. Barry Sharpless,Male,1941-04-28,USA,North America,60,2001,2001-10-10,Chemistry,for his work on chirally catalysed oxidation reactions
744,George A. Akerlof,Male,1940-06-17,USA,North America,61,2001,2001-10-10,Economic Sciences,for their analyses of markets with asymmetric information
745,A. Michael Spence,Male,1943-00-00,USA,North America,58,2001,2001-10-10,Economic Sciences,for their analyses of markets with asymmetric information
746,Joseph E. Stiglitz,Male,1943-02-09,USA,North America,58,2001,2001-10-10,Economic Sciences,for their analyses of markets with asymmetric information
747,Sir Vidiadhar Surajprasad Naipaul,Male,1932-08-17,,,69,2001,2001-10-11,Literature,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories
748,United Nations,Organization,1945-00-00,USA,North America,56,2001,2001-10-12,Peace,for their work for a better organized and more peaceful world
749,Kofi Atta Annan,Male,1938-04-08,Ghana,Africa,63,2001,2001-10-12,Peace,for their work for a better organized and more peaceful world
750,Sydney Brenner,Male,1927-01-13,South Africa,Africa,75,2002,2002-10-07,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death'
751,H. Robert Horvitz,Male,1947-05-08,USA,North America,55,2002,2002-10-07,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death'
752,John E. Sulston,Male,1942-03-27,United Kingdom,Europe,60,2002,2002-10-07,Physiology or Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death'
753,Raymond Davis Jr.,Male,1914-10-14,USA,North America,87,2002,2002-10-08,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
754,Masatoshi Koshiba,Male,1926-09-19,Japan,Asia,76,2002,2002-10-08,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos"
755,Riccardo Giacconi,Male,1931-10-06,Italy,Europe,71,2002,2002-10-08,Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources"
756,John B. Fenn,Male,1917-06-15,USA,North America,85,2002,2002-10-09,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
757,Koichi Tanaka,Male,1959-08-03,Japan,Asia,43,2002,2002-10-09,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
758,Kurt Wüthrich,Male,1938-10-04,Switzerland,Europe,64,2002,2002-10-09,Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution
759,Daniel Kahneman,Male,1934-03-05,Israel,Asia,68,2002,2002-10-09,Economic Sciences,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty"
760,Vernon L. Smith,Male,1927-01-01,USA,North America,75,2002,2002-10-09,Economic Sciences,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms"
761,Imre Kertész,Male,1929-11-09,Hungary,Europe,72,2002,2002-10-10,Literature,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history
762,James Earl Carter,Male,1924-10-01,USA,North America,78,2002,2002-10-11,Peace,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development"
763,John M. Coetzee,Male,1940-02-09,South Africa,Africa,63,2003,2003-10-02,Literature,who in innumerable guises portrays the surprising involvement of the outsider
764,Paul C. Lauterbur,Male,1929-05-06,USA,North America,74,2003,2003-10-06,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging
765,Sir Peter Mansfield,Male,1933-10-09,United Kingdom,Europe,69,2003,2003-10-06,Physiology or Medicine,for their discoveries concerning magnetic resonance imaging
766,Alexei Alexeyevich Abrikosov,Male,1928-06-25,Russia,Europe,75,2003,2003-10-07,Physics,for pioneering contributions to the theory of superconductors and superfluids
767,Vitaly Lazarevich Ginzburg,Male,1916-10-04,Russia,Europe,87,2003,2003-10-07,Physics,for pioneering contributions to the theory of superconductors and superfluids
768,Anthony J. Leggett,Male,1938-03-26,United Kingdom,Europe,65,2003,2003-10-07,Physics,for pioneering contributions to the theory of superconductors and superfluids
769,Peter Agre,Male,1949-01-30,USA,North America,54,2003,2003-10-08,Chemistry,for the discovery of water channels
770,Roderick MacKinnon,Male,1956-02-19,USA,North America,47,2003,2003-10-08,Chemistry,for structural and mechanistic studies of ion channels
771,Robert F. Engle III,Male,1942-11-10,USA,North America,60,2003,2003-10-08,Economic Sciences,for methods of analyzing economic time series with time-varying volatility (ARCH)
772,Clive W.J. Granger,Male,1934-09-04,United Kingdom,Europe,69,2003,2003-10-08,Economic Sciences,for methods of analyzing economic time series with common trends (cointegration)
773,Shirin Ebadi,Female,1947-06-21,Iran,Asia,56,2003,2003-10-10,Peace,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children
774,Richard Axel,Male,1946-07-02,USA,North America,58,2004,2004-10-04,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system
775,Linda B. Buck,Female,1947-01-29,USA,North America,57,2004,2004-10-04,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system
776,David J. Gross,Male,1941-02-19,USA,North America,63,2004,2004-10-05,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction
777,H. David Politzer,Male,1949-08-31,USA,North America,55,2004,2004-10-05,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction
778,Frank Wilczek,Male,1951-05-15,USA,North America,53,2004,2004-10-05,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction
779,Aaron Ciechanover,Male,1947-10-01,Israel,Asia,57,2004,2004-10-06,Chemistry,for the discovery of ubiquitin-mediated protein degradation
780,Avram Hershko,Male,1937-12-31,Hungary,Europe,66,2004,2004-10-06,Chemistry,for the discovery of ubiquitin-mediated protein degradation
781,Irwin Rose,Male,1926-07-16,USA,North America,78,2004,2004-10-06,Chemistry,for the discovery of ubiquitin-mediated protein degradation
782,Elfriede Jelinek,Female,1946-10-20,Austria,Europe,57,2004,2004-10-07,Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power
783,Wangari Muta Maathai,Female,1940-04-01,Kenya,Africa,64,2004,2004-10-08,Peace,"for her contribution to sustainable development, democracy and peace"
786,Finn E. Kydland,Male,1943-12-01,Norway,Europe,60,2004,2004-10-11,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
787,Edward C. Prescott,Male,1940-12-26,USA,North America,63,2004,2004-10-11,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
789,Barry J. Marshall,Male,1951-09-30,Australia,Oceania,54,2005,2005-10-03,Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease
790,J. Robin Warren,Male,1937-06-11,Australia,Oceania,68,2005,2005-10-03,Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease
791,Roy J. Glauber,Male,1925-09-01,USA,North America,80,2005,2005-10-04,Physics,for his contribution to the quantum theory of optical coherence
792,John L. Hall,Male,1934-08-21,USA,North America,71,2005,2005-10-04,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
793,Theodor W. Hänsch,Male,1941-10-30,Germany,Europe,63,2005,2005-10-04,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
794,Yves Chauvin,Male,1930-10-10,Belgium,Europe,74,2005,2005-10-05,Chemistry,for the development of the metathesis method in organic synthesis
795,Robert H. Grubbs,Male,1942-02-27,USA,North America,63,2005,2005-10-05,Chemistry,for the development of the metathesis method in organic synthesis
796,Richard R. Schrock,Male,1945-01-04,USA,North America,60,2005,2005-10-05,Chemistry,for the development of the metathesis method in organic synthesis
797,International Atomic Energy Agency,Organization,1957-00-00,Austria,Europe,48,2005,2005-10-07,Peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
798,Mohamed ElBaradei,Male,1942-06-17,Egypt,Africa,63,2005,2005-10-07,Peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
799,Robert J. Aumann,Male,1930-06-08,Germany,Europe,75,2005,2005-10-10,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis
800,Thomas C. Schelling,Male,1921-04-14,USA,North America,84,2005,2005-10-10,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis
801,Harold Pinter,Male,1930-10-10,United Kingdom,Europe,75,2005,2005-10-13,Literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms
802,Andrew Z. Fire,Male,1959-04-27,USA,North America,47,2006,2006-10-02,Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA
803,Craig C. Mello,Male,1960-10-19,USA,North America,45,2006,2006-10-02,Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA
804,John C. Mather,Male,1946-08-07,USA,North America,60,2006,2006-10-03,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
805,George F. Smoot,Male,1945-02-20,USA,North America,61,2006,2006-10-03,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
806,Roger D. Kornberg,Male,1947-04-24,USA,North America,59,2006,2006-10-04,Chemistry,for his studies of the molecular basis of eukaryotic transcription
807,Edmund S. Phelps,Male,1933-07-26,USA,North America,73,2006,2006-10-09,Economic Sciences,for his analysis of intertemporal tradeoffs in macroeconomic policy
808,Orhan Pamuk,Male,1952-06-07,Turkey,Asia,54,2006,2006-10-12,Literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
809,Muhammad Yunus,Male,1940-06-28,Bangladesh,Asia,66,2006,2006-10-13,Peace,for their efforts to create economic and social development from below
810,Grameen Bank,Organization,1976-00-00,Bangladesh,Asia,30,2006,2006-10-13,Peace,for their efforts to create economic and social development from below
811,Mario R. Capecchi,Male,1937-10-06,Italy,Europe,70,2007,2007-10-08,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
812,Sir Martin J. Evans,Male,1941-01-01,United Kingdom,Europe,66,2007,2007-10-08,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
813,Oliver Smithies,Male,1925-06-23,United Kingdom,Europe,82,2007,2007-10-08,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
814,Albert Fert,Male,1938-03-07,France,Europe,69,2007,2007-10-09,Physics,for the discovery of Giant Magnetoresistance
815,Peter Grünberg,Male,1939-05-18,Czech Republic,Europe,68,2007,2007-10-09,Physics,for the discovery of Giant Magnetoresistance
816,Gerhard Ertl,Male,1936-10-10,Germany,Europe,71,2007,2007-10-10,Chemistry,for his studies of chemical processes on solid surfaces
817,Doris Lessing,Female,1919-10-22,Iran,Asia,87,2007,2007-10-11,Literature,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny"
818,Intergovernmental Panel on Climate Change,Organization,1988-00-00,USA,North America,19,2007,2007-10-12,Peace,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"
819,Albert Arnold (Al) Gore Jr.,Male,1948-03-31,USA,North America,59,2007,2007-10-12,Peace,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"
820,Leonid Hurwicz,Male,1917-08-21,Russia,Europe,90,2007,2007-10-15,Economic Sciences,for having laid the foundations of mechanism design theory
821,Eric S. Maskin,Male,1950-12-12,USA,North America,56,2007,2007-10-15,Economic Sciences,for having laid the foundations of mechanism design theory
822,Roger B. Myerson,Male,1951-03-29,USA,North America,56,2007,2007-10-15,Economic Sciences,for having laid the foundations of mechanism design theory
823,Harald zur Hausen,Male,1936-03-11,Germany,Europe,72,2008,2008-10-06,Physiology or Medicine,for his discovery of human papilloma viruses causing cervical cancer
824,Françoise Barré-Sinoussi,Female,1947-07-30,France,Europe,61,2008,2008-10-06,Physiology or Medicine,for their discovery of human immunodeficiency virus
825,Luc Montagnier,Male,1932-08-18,France,Europe,76,2008,2008-10-06,Physiology or Medicine,for their discovery of human immunodeficiency virus
826,Yoichiro Nambu,Male,1921-01-18,Japan,Asia,87,2008,2008-10-07,Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics
827,Makoto Kobayashi,Male,1944-04-07,Japan,Asia,64,2008,2008-10-07,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
828,Toshihide Maskawa,Male,1940-02-07,Japan,Asia,68,2008,2008-10-07,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
829,Osamu Shimomura,Male,1928-08-27,Japan,Asia,80,2008,2008-10-08,Chemistry,"for the discovery and development of the green fluorescent protein, GFP"
830,Martin Chalfie,Male,1947-01-15,USA,North America,61,2008,2008-10-08,Chemistry,"for the discovery and development of the green fluorescent protein, GFP"
831,Roger Y. Tsien,Male,1952-02-01,USA,North America,56,2008,2008-10-08,Chemistry,"for the discovery and development of the green fluorescent protein, GFP"
832,Jean-Marie Gustave Le Clézio,Male,1940-04-13,France,Europe,68,2008,2008-10-09,Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"
833,Martti Ahtisaari,Male,1937-06-23,Finland,Europe,71,2008,2008-10-10,Peace,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts"
834,Paul Krugman,Male,1953-02-28,USA,North America,55,2008,2008-10-13,Economic Sciences,for his analysis of trade patterns and location of economic activity
835,Elizabeth H. Blackburn,Female,1948-11-26,Australia,Oceania,61,2009,,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
836,Carol W. Greider,Female,1961-04-15,USA,North America,48,2009,,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
837,Jack W. Szostak,Male,1952-11-09,United Kingdom,Europe,57,2009,,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
838,Charles Kuen Kao,Male,1933-11-04,China,Asia,75,2009,2009-10-06,Physics,for groundbreaking achievements concerning the transmission of light in fibers for optical communication
839,Willard S. Boyle,Male,1924-08-19,Canada,North America,85,2009,2009-10-06,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor
840,George E. Smith,Male,1930-05-10,USA,North America,79,2009,2009-10-06,Physics,for the invention of an imaging semiconductor circuit - the CCD sensor
841,Venkatraman Ramakrishnan,Male,1952-00-00,India,Asia,57,2009,2009-10-07,Chemistry,for studies of the structure and function of the ribosome
842,Thomas A. Steitz,Male,1940-08-23,USA,North America,69,2009,2009-10-07,Chemistry,for studies of the structure and function of the ribosome
843,Ada E. Yonath,Female,1939-06-22,Israel,Asia,70,2009,2009-10-07,Chemistry,for studies of the structure and function of the ribosome
844,Herta Müller,Female,1953-08-17,Romania,Europe,56,2009,2009-10-08,Literature,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed"
845,Barack Hussein Obama,Male,1961-08-04,USA,North America,48,2009,2009-10-09,Peace,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples
846,Elinor Ostrom,Female,1933-08-07,USA,North America,76,2009,2009-10-12,Economic Sciences,"for her analysis of economic governance, especially the commons"
847,Oliver E. Williamson,Male,1932-09-27,USA,North America,77,2009,2009-10-12,Economic Sciences,"for his analysis of economic governance, especially the boundaries of the firm"
848,Robert G. Edwards,Male,1925-09-27,United Kingdom,Europe,85,2010,,Physiology or Medicine,for the development of in vitro fertilization
849,Andre Geim,Male,1958-10-21,Russia,Europe,51,2010,2010-10-05,Physics,for groundbreaking experiments regarding the two-dimensional material graphene
850,Konstantin Novoselov,Male,1974-08-23,Russia,Europe,36,2010,2010-10-05,Physics,for groundbreaking experiments regarding the two-dimensional material graphene
851,Richard F. Heck,Male,1931-08-15,USA,North America,79,2010,2010-10-06,Chemistry,for palladium-catalyzed cross couplings in organic synthesis
852,Ei-ichi Negishi,Male,1935-07-14,China,Asia,75,2010,2010-10-06,Chemistry,for palladium-catalyzed cross couplings in organic synthesis
853,Akira Suzuki,Male,1930-09-12,Japan,Asia,80,2010,2010-10-06,Chemistry,for palladium-catalyzed cross couplings in organic synthesis
854,Mario Vargas Llosa,Male,1936-03-28,Peru,South America,74,2010,2010-10-07,Literature,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"
855,Liu Xiaobo,Male,1955-12-28,China,Asia,54,2010,2010-10-08,Peace,for his long and non-violent struggle for fundamental human rights in China
856,Peter A. Diamond,Male,1940-04-29,USA,North America,70,2010,2010-10-11,Economic Sciences,for their analysis of markets with search frictions
857,Dale T. Mortensen,Male,1939-02-02,USA,North America,71,2010,2010-10-11,Economic Sciences,for their analysis of markets with search frictions
858,Christopher A. Pissarides,Male,1948-02-20,Cyprus,Europe,62,2010,2010-10-11,Economic Sciences,for their analysis of markets with search frictions
861,Bruce A. Beutler,Male,1957-12-29,USA,North America,54,2011,,Physiology or Medicine,for their discoveries concerning the activation of innate immunity
862,Jules A. Hoffmann,Male,1941-08-02,Luxembourg,Europe,70,2011,,Physiology or Medicine,for their discoveries concerning the activation of innate immunity
863,Ralph M. Steinman,Male,1943-01-14,Canada,North America,68,2011,,Physiology or Medicine,for his discovery of the dendritic cell and its role in adaptive immunity
864,Saul Perlmutter,Male,1959-00-00,USA,North America,52,2011,2011-10-04,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
865,Brian P. Schmidt,Male,1967-02-24,USA,North America,44,2011,2011-10-04,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
866,Adam G. Riess,Male,1969-12-16,USA,North America,41,2011,2011-10-04,Physics,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
867,Dan Shechtman,Male,1941-01-24,Israel,Asia,70,2011,2011-10-05,Chemistry,for the discovery of quasicrystals
868,Tomas Tranströmer,Male,1931-04-15,Sweden,Europe,80,2011,2011-10-06,Literature,"because, through his condensed, translucent images, he gives us fresh access to reality"
869,Ellen Johnson Sirleaf,Female,1938-10-29,Liberia,Africa,72,2011,2011-10-07,Peace,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work
870,Leymah Gbowee,Female,1972-02-01,Liberia,Africa,39,2011,2011-10-07,Peace,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work
871,Tawakkol Karman,Female,1979-02-07,Yemen,Asia,32,2011,2011-10-07,Peace,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work
872,Thomas J. Sargent,Male,1943-07-19,USA,North America,68,2011,2011-10-10,Economic Sciences,for their empirical research on cause and effect in the macroeconomy
873,Christopher A. Sims,Male,1942-10-21,USA,North America,68,2011,2011-10-10,Economic Sciences,for their empirical research on cause and effect in the macroeconomy
874,Sir John B. Gurdon,Male,1933-10-02,United Kingdom,Europe,79,2012,,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent
875,Shinya Yamanaka,Male,1962-09-04,Japan,Asia,50,2012,,Physiology or Medicine,for the discovery that mature cells can be reprogrammed to become pluripotent
876,Serge Haroche,Male,1944-09-11,Morocco,Africa,68,2012,2012-10-09,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
877,David J. Wineland,Male,1944-02-24,USA,North America,68,2012,2012-10-09,Physics,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
878,Robert J. Lefkowitz,Male,1943-04-15,USA,North America,69,2012,2012-10-10,Chemistry,for studies of G-protein-coupled receptors
879,Brian K. Kobilka,Male,1955-05-30,USA,North America,57,2012,2012-10-10,Chemistry,for studies of G-protein-coupled receptors
880,Mo Yan,Male,1955-02-02,China,Asia,57,2012,2012-10-11,Literature,"who with hallucinatory realism merges folk tales, history and the contemporary"
881,European Union (EU),Organization,1952-00-00,,,60,2012,2012-10-12,Peace,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"
882,Alvin E. Roth,Male,1951-12-18,USA,North America,60,2012,2012-10-15,Economic Sciences,for the theory of stable allocations and the practice of market design
883,Lloyd S. Shapley,Male,1923-06-02,USA,North America,89,2012,2012-10-15,Economic Sciences,for the theory of stable allocations and the practice of market design
884,James E. Rothman,Male,1950-11-03,USA,North America,63,2013,,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
885,Randy W. Schekman,Male,1948-12-30,USA,North America,65,2013,,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
886,Thomas C. Südhof,Male,1955-12-22,Germany,Europe,58,2013,,Physiology or Medicine,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
887,François Englert,Male,1932-11-06,Belgium,Europe,80,2013,2013-10-08,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
888,Peter W. Higgs,Male,1929-05-29,United Kingdom,Europe,84,2013,2013-10-08,Physics,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
889,Martin Karplus,Male,1930-03-15,Austria,Europe,83,2013,2013-10-09,Chemistry,for the development of multiscale models for complex chemical systems
890,Michael Levitt,Male,1947-05-09,South Africa,Africa,66,2013,2013-10-09,Chemistry,for the development of multiscale models for complex chemical systems
891,Arieh Warshel,Male,1940-11-20,Israel,Asia,72,2013,2013-10-09,Chemistry,for the development of multiscale models for complex chemical systems
892,Alice Munro,Female,1931-07-10,Canada,North America,82,2013,2013-10-10,Literature,master of the contemporary short story
893,Organisation for the Prohibition of Chemical Weapons,Organization,1997-00-00,,,16,2013,2013-10-11,Peace,for its extensive efforts to eliminate chemical weapons
894,Eugene F. Fama,Male,1939-02-14,USA,North America,74,2013,2013-10-14,Economic Sciences,for their empirical analysis of asset prices
895,Lars Peter Hansen,Male,1952-10-26,USA,North America,60,2013,2013-10-14,Economic Sciences,for their empirical analysis of asset prices
896,Robert J. Shiller,Male,1946-03-29,USA,North America,67,2013,2013-10-14,Economic Sciences,for their empirical analysis of asset prices
903,John O'Keefe,Male,1939-11-18,USA,North America,75,2014,,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain
904,May-Britt Moser,Female,1963-01-04,Norway,Europe,51,2014,,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain
905,Edvard I. Moser,Male,1962-04-27,Norway,Europe,52,2014,,Physiology or Medicine,for their discoveries of cells that constitute a positioning system in the brain
906,Isamu Akasaki,Male,1929-01-30,Japan,Asia,85,2014,2014-10-07,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
907,Hiroshi Amano,Male,1960-09-11,Japan,Asia,54,2014,2014-10-07,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
908,Shuji Nakamura,Male,1954-05-22,Japan,Asia,60,2014,2014-10-07,Physics,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
909,Eric Betzig,Male,1960-01-13,USA,North America,54,2014,2014-10-08,Chemistry,for the development of super-resolved fluorescence microscopy
910,Stefan W. Hell,Male,1962-12-23,Romania,Europe,51,2014,2014-10-08,Chemistry,for the development of super-resolved fluorescence microscopy
911,William E. Moerner,Male,1953-06-24,USA,North America,61,2014,2014-10-08,Chemistry,for the development of super-resolved fluorescence microscopy
912,Patrick Modiano,Male,1945-07-30,France,Europe,69,2014,2014-10-09,Literature,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation"
913,Kailash Satyarthi,Male,1954-01-11,India,Asia,60,2014,2014-10-10,Peace,for their struggle against the suppression of children and young people and for the right of all children to education
914,Malala Yousafzai,Female,1997-07-12,Pakistan,Asia,17,2014,2014-10-10,Peace,for their struggle against the suppression of children and young people and for the right of all children to education
915,Jean Tirole,Male,1953-08-09,France,Europe,61,2014,2014-10-13,Economic Sciences,for his analysis of market power and regulation
916,William C. Campbell,Male,1930-06-28,Ireland,Europe,85,2015,,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
917,Satoshi &#332;mura,Male,1935-07-12,Japan,Asia,80,2015,,Physiology or Medicine,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
918,Tu Youyou,Female,1930-12-30,China,Asia,85,2015,,Physiology or Medicine,for her discoveries concerning a novel therapy against Malaria
919,Takaaki Kajita,Male,1959-03-09,Japan,Asia,56,2015,2015-10-06,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
920,Arthur B. McDonald,Male,1943-08-29,Canada,North America,72,2015,2015-10-06,Physics,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
921,Tomas Lindahl,Male,1938-01-28,Sweden,Europe,77,2015,2015-10-07,Chemistry,for mechanistic studies of DNA repair
922,Paul Modrich,Male,1946-06-13,USA,North America,69,2015,2015-10-07,Chemistry,for mechanistic studies of DNA repair
923,Aziz Sancar,Male,1946-09-08,Turkey,Asia,69,2015,2015-10-07,Chemistry,for mechanistic studies of DNA repair
924,Svetlana Alexievich,Female,1948-05-31,Ukraine,Europe,67,2015,2015-10-08,Literature,"for her polyphonic writings, a monument to suffering and courage in our time"
925,National Dialogue Quartet ,Organization,,,,,2015,2015-10-09,Peace,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011
926,Angus Deaton,Male,1945-10-19,Scotland,Europe,69,2015,2015-10-12,Economic Sciences,"for his analysis of consumption, poverty, and welfare"
927,Yoshinori Ohsumi,Male,1945-02-09,Japan,Asia,71,2016,,Physiology or Medicine,for his discoveries of mechanisms for autophagy
928,David J. Thouless,Male,1934-09-21,United Kingdom,Europe,82,2016,2016-10-04,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter
929,F. Duncan M. Haldane,Male,1951-09-14,United Kingdom,Europe,65,2016,2016-10-04,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter
930,J. Michael Kosterlitz,Male,1943-06-22,United Kingdom,Europe,73,2016,2016-10-04,Physics,for theoretical discoveries of topological phase transitions and topological phases of matter
931,Jean-Pierre Sauvage,Male,1944-10-21,France,Europe,71,2016,2016-10-05,Chemistry,for the design and synthesis of molecular machines
932,Sir J. Fraser Stoddart,Male,1942-05-24,United Kingdom,Europe,74,2016,2016-10-05,Chemistry,for the design and synthesis of molecular machines
933,Bernard L. Feringa,Male,1951-05-18,the Netherlands,Europe,65,2016,2016-10-05,Chemistry,for the design and synthesis of molecular machines
934,Juan Manuel Santos,Male,1951-08-10,Colombia,South America,65,2016,2016-10-07,Peace,for his resolute efforts to bring the country's more than 50-year-long civil war to an end
935,Oliver Hart,Male,1948-10-09,United Kingdom,Europe,68,2016,2016-10-10,Economic Sciences,for their contributions to contract theory
